id	title	url	status	description
A29	Learning to Sample Effective and Diverse Prompts for Text-to-Image Generation	https://openaccess.thecvf.com/content/CVPR2025/html/Yun_Learning_to_Sample_Effective_and_Diverse_Prompts_for_Text-to-Image_Generation_CVPR_2025_paper.html	CVPR 2025	用 GFlowNet 学习一族有效且多样的文本提示，并通过 reward decomposition 缓解 prompt optimizer 的 plasticity loss。它展示 GFN 如何在冻结的文生图模型外层做离散 prompt 搜索。
A30	Flow of Spans	https://iclr.cc/virtual/2026/poster/10007998	ICLR 2026	使用动态 span vocabulary，使同一文本可通过不同粒度的 token/span 路径构造，从树式自回归生成提升为 DAG。它利用多路径结构改善语言生成的信用分配和效率。
A31	AlphaSAGE	https://iclr.cc/virtual/2026/poster/10006456	ICLR 2026	将 GFN 用于结构化量化 alpha 因子挖掘，目标是得到高质量且彼此低相关的一组策略。它是金融组合发现中“多样解集”价值的代表案例。
A32	Stable-GFlowNet for LLM Red-Teaming	https://icml.cc/virtual/2026/poster/64302	ICML 2026 Spotlight	用 pairwise contrastive TB 和噪声 reward masking 训练稳定、多样的红队提示生成器，并避免显式估计 \(Z\)。它针对安全 reward 高噪、模式稀疏和提示多样性三个实际问题。
A33	GFlowRL	https://arxiv.org/abs/2607.13394	预印本 2026	将 distribution-matching RL 扩展到 dense 与 MoE 语言模型，希望让策略按奖励诱导分布覆盖多种高质量响应。论文非常新，需要重点检查它与经典 GFlowNet 的目标、支持和归一化是否完全一致。
A34	PowerFlow: Unlocking the Dual Nature of LLMs via Principled Distribution Matching	https://arxiv.org/abs/2603.18363	ICML 2026	研究 LLM 分布匹配训练中的能力—多样性权衡，尝试用 GFlowNet 式目标控制响应覆盖。建议把它与 PPO、DPO 和 GFlowRL 放在同一评价协议下比较。
A35	GFlowPO	https://arxiv.org/abs/2602.03358	预印本 2026	用 GFlowNet 对离散 prompt 或策略候选进行分布式优化，强调保留多个有效解而非收敛到单一提示。它适合作为 prompt optimization 应用线索，尚需正式接收状态和更强基线验证。
N001	Convergences guarantees of GFlowNets	https://openreview.net/forum?id=JmsgmkdIkk	NeurIPS 2025 FPI Workshop Poster	针对"TB loss 下降是否意味着分布靠近目标"这一长期悬置的直觉给出正面定理:证明最小化 Trajectory Balance loss 时,学到分布与目标分布的 KL 散度被所最小化的量上界控制,并在小型采样任务上验证。它是目前对 TB 目标最直接的收敛性背书,填补 loss→KL 一环。
N002	From discrete-time policies to continuous-time diffusion samplers: Asymptotic equivalences and faster training	https://arxiv.org/abs/2501.06148	TMLR	研究无目标样本时训练神经 SDE/扩散采样器,证明离散步长趋零的极限下,GFlowNet 式熵正则 RL 目标与连续时间对象(PDE、路径空间测度)之间的一族渐近等价,并据此设计更快的训练方案(附官方代码)。它把离散 GFN 收敛分析接入连续时间数学工具箱,是桥梁性工作。
N003	Maximum entropy GFlowNets with soft Q-learning	https://proceedings.mlr.press/v238/mohammadpour24a.html	AISTATS 2024 主会	通过构造修正奖励,把 GFlowNet 与最大熵 RL 建立为精确对应而非特例式近似,并导出用 soft Q-learning 训练 GFN 的算法。它使 soft Q 迭代的收缩性与收敛理论可整体搬运到 GFN 训练,是收敛性分析最重要的 RL 接口之一,却一直不在清单里。
N004	Investigating Generalization Behaviours of Generative Flow Networks	https://arxiv.org/abs/2402.05309	TMLR 2025	系统实证检验"GFN+深度网络泛化良好"这一流行假设:构造奖励难度可调、\(p(x)\) 可精确计算、含未见测试集的图环境。发现 GFN 学到的函数确有利于泛化的隐式结构,但出人意料地对 offline/off-policy 训练敏感,而隐式学到的奖励对训练分布变化鲁棒。
N005	Information-Geometric Forward Policy Training in GFlowNets	https://arxiv.org/abs/2608.03967	预印本 2026-08	把前向策略视为轨迹采样器,证明其一阶内蕴几何由轨迹族的 Fisher-Rao 度量给出、自然梯度是规范局部更新;给出轨迹 Fisher 到逐步条件二阶矩的精确分解,并划分精确计算/Monte Carlo/利用目标局部结构三种可计算范式。把"目标结构→优化几何"引入 GFN 训练动力学分析。
N006	Analyzing GFlowNets: Stability, Expressiveness, and Assessment	https://openreview.net/forum?id=B8KXmXFiFj	ICML 2024 SPIGM Workshop Poster	从稳定性、表达能力、评估三维度分析 GFN:证明 balance 违反的影响在状态图上不均匀、节点影响力与其后代奖励挂钩,据此提出加权 balance loss 加速收敛;并证明合适状态图下 GFN 可精确表示任意树上分布,同时构造出 balance 不可达的失败案例。
N007	Distributional GFlowNets with Quantile Flows	https://openreview.net/forum?id=vFSsRYGpjW	TMLR 2024 · arXiv:2302.05793	把每条边的流从标量改为分布并用分位数函数参数化，提出 quantile matching（QM）这一分布式 TD 风格 balance 目标：既能处理随机奖励，又可经失真风险度量得到风险敏感策略；确定性基准上也因更强训练信号优于 FM/DB/TB。是"balance 条件分布化"的代表作。
N008	Order-Preserving GFlowNets	https://openreview.net/forum?id=VXDPXuq4oG	ICLR 2024 · arXiv:2310.00386	不再拟合给定标量奖励，而是学习与候选（偏）序一致的奖励并按其采样；理论证明训练过程逐步稀疏化奖励景观，天然实现"先探索后利用"，免去奖励指数 \(\beta\) 调参，并直接适配多目标 Pareto 前沿。改变了"训练目标到底拟合什么"这一层设计。
N009	Delta-AI: Local objectives for amortized inference in sparse graphical models	https://proceedings.iclr.cc/paper_files/paper/2024/hash/710445227fa8c1b6a9ceada902dd4741-Abstract-Conference.html	ICLR 2024 · arXiv:2310.02423	针对稀疏概率图模型的摊销推断，利用变量 Markov blanket 上的条件分布匹配构造 GFlowNet 式局部损失：每次参数更新无需实例化全部变量或完整轨迹，信用分配完全局部化，训练显著加速且支持 off-policy。展示了"用目标结构换局部 balance 目标"的设计范式。
N010	Improved off-policy training of diffusion samplers	https://openreview.net/forum?id=vieIamY2Gi	NeurIPS 2024 poster · arXiv:2402.05098	建立统一代码库与基准，系统比较连续 GFlowNet 目标（TB、VarGrad 型 Z-free 估计、FL-SubTB、Langevin 参数化）与 PIS 等模拟式变分目标训练 diffusion sampler 的表现，并提出目标空间局部搜索加回放缓冲的探索策略；修正了此前关于鲁棒性与样本效率的部分结论。
N011	Generative Augmented Flow Networks	https://arxiv.org/abs/2210.03308	ICLR 2023（notable top 25%） · arXiv:2210.03308	GAFlowNet 把 intrinsic motivation（Random Network Distillation）作为中间奖励注入 flow：同时用 edge-based 与 state-based 内在奖励增广，把只有终点奖励的稀疏信号变成沿轨迹的密集反馈，并证明增广目标渐近无偏于原 GFlowNet。它是"intrinsic 
N012	Thompson Sampling for Improved Exploration in GFlowNets	https://arxiv.org/abs/2306.17693	ICML 2023 SPIGM Workshop · arXiv:2306.17693	TS-GFN 把"训练时选哪条轨迹"视作主动学习问题，用贝叶斯/多臂老虎机思想解决：将前向策略网络最后一层参数化为 ensemble，维护对策略的近似后验，每步采一个 ensemble 成员并按其策略采样轨迹，从而优先探索不确定区域。在 grid-world 与序列生成上比传统 off-policy（ε-noisy、tempering）收
N013	An Empirical Study of the Effectiveness of Using a Replay Buffer on Mode Discovery in GFlowNets	https://arxiv.org/abs/2307.07674	ICML 2023 SPIGM Workshop · arXiv:2307.07674	系统实证 replay buffer 对 GFlowNet 模式发现的作用：对比"无缓冲 / 随机采样缓冲 / R-PRS（Reward Prioritized Replay Sampling，仿 PER 的按奖励优先）"三种配置，在 Hypergrid 与分子合成环境上显示带缓冲尤其是 R-PRS 显著加速模式发现、提升多样性；关键结论
N014	Looking Backward: Retrospective Backward Synthesis for Goal-Conditioned GFlowNets	https://arxiv.org/abs/2406.01150	ICLR 2025 · arXiv:2406.01150	RBS 换一个方向用 backward policy：对未达标（零奖励）的前向轨迹，从目标状态出发用 P_B 合成一条"必然成功"的后向轨迹，反转后作为高质量正样本注入训练缓冲，从而在目标条件（goal-conditioned）、极稀疏奖励下制造大量可学习信号；配合 age-based 采样、P_B 正则（惩罚与均匀分布的 KL）与强化终
N015	CFlowNets: Continuous Control with Generative Flow Networks	https://openreview.net/forum?id=yAYHho4fATa	ICLR 2023（正式）	首个把 GFlowNet 推向**连续控制/连续动作空间**的方法：用重要性采样近似连续状态的入流与出流，改写 flow-matching 损失，并给出流近似误差界（随采样数增大而衰减）。它是 T12（连续理论）在方法侧的**前身与被修正对象**——T12 明确指出其可达性、密度参数化等假设不严谨。作为连续 GFN 的历史起点与常用对照基
N016	MetaGFN: Exploring Distant Modes with Adapted Metadynamics for Continuous GFlowNets	https://openreview.net/forum?id=dtyNeemB7A	TMLR 2025	针对"连续 GFN 的探索几乎无人研究"的空白，提出 Adapted Metadynamics：借 molecular dynamics 的 metadynamics 思想，对任意黑盒奖励在连续域上施加历史偏置势以逃离已访问模式，作为连续 GFN 的 off-policy 探索器，在多个连续/流形（球面、环面）环境上比既有探索策略更快收敛
N017	Torsional-GFN: a conditional conformation generator for small molecules	https://arxiv.org/abs/2507.11759	预印本 2025 · arXiv:2507.11759	在**超环面流形** \([0,2\pi]^m\) 上采样分子扭转角的连续 GFN，前/后向策略用 von Mises 混合参数化，并以 GNN 将策略**条件化**于分子图与局部结构，实现单一模型跨多分子的摊销采样（Vargrad 损失、Boltzmann 目标）。相较 A05（逐分子连续构象）它是"连续流形 + 条件化 amortiz
N018	Trajectory Balance with Asynchrony (TBA)	https://arxiv.org/abs/2503.18929	NeurIPS 2025（已接收，海报 #1115）	把 **off-policy TB 目标**嵌入异步分布式 RL：多个 searcher 并行生成轨迹写入 replay buffer，单个 trainer 按 reward/recency 优先级异步采样更新，解耦"探索"与"学习"。在数学推理、偏好调优、自动红队三类任务上，对 Online DPO、Dr. GRPO 等强基线取得 4×
N019	FlowRL: Matching Reward Distributions for LLM Reasoning	https://arxiv.org/abs/2509.15207	ICLR 2026	主张用"匹配完整奖励分布"取代 PPO/GRPO 的奖励最大化：用**可学习配分函数** \(Z_\phi(x)\) 把标量奖励归一化为目标分布，最小化策略与目标的**反向 KL**，并证明其在期望梯度上**等价于 GFlowNet 的 TB 损失**。以 flow-balanced 优化促进多样探索，数学推理较 GRPO 平均 +10%
N020	GDPO: Learning to Directly Align Language Models with Diversity Using GFlowNets	https://aclanthology.org/2024.emnlp-main.951/	EMNLP 2024 Main，pp. 17120-17139	把**离线**偏好对齐视为贝叶斯推断，用 GFlowNet 直接从离线偏好数据学习"按奖励分布采样"的前向策略，得到多样性寻优的 DPO 变体（GFlowNet-DPO）。相比 DPO 过拟合奖励、坍缩到局部模式，GDPO 在对话生成与摘要上产生更多样且仍与偏好对齐的响应；引入 token-wise reference log-rewar
N021	Beyond Normalization: Rethinking the Partition Function as a Difficulty Scheduler for RLVR (PACED-RL)	https://arxiv.org/abs/2602.12642	预印本 2026	在 GFlowNet 式 LLM 后训练（如 FlowRL）之上重新诠释配分函数：它在最优处等于某 prompt 所有补全的奖励质量之和，可直接当作**在线准确率/难度估计器**，用于难度感知的自适应 prompt 选择；并利用 GFN 目标的 **off-policy 容忍度**做误差优先 replay，提升 RLVR 样本效率。两个组
N022	Probabilistic Inference in Language Models via Twisted Sequential Monte Carlo	https://proceedings.mlr.press/v235/zhao24c.html	ICML 2024 · arXiv:2404.17546	把 RLHF、自动红队、填充等 LLM 任务统一为对未归一化目标分布的后验采样，用学习的 twist 函数估计部分序列的未来价值、聚焦推断期算力，并给出双向 SMC 配分函数界以评估各类推断方法的 KL 误差。与 GFlowNet 微调（A21）构成"摊销训练 vs 推断时计算"的直接对照。
N023	Outsourced Diffusion Sampling: Efficient Posterior Inference in Latent Spaces of Generative Models	https://proceedings.mlr.press/v267/venkatraman25a.html	ICML 2025 · arXiv:2502.06999	把任意生成模型写成外生高斯噪声的确定性变换，在噪声空间训练扩散采样器（RL/GFN 式目标）以采样约束后验，使 GAN、(H)VAE、流模型等先验下的条件采样成为可能；噪声空间后验通常更平滑，更适合摊销推断。实验覆盖条件图像生成、RLHF 与蛋白结构生成。
N024	Adaptive teachers for amortized samplers	https://openreview.net/forum?id=BdmVgLMvaf	ICLR 2025 · arXiv:2410.01432	为摊销采样器训练引入自适应行为策略"教师"：教师专门采样学生模型高损失区域且能泛化到未探索模式，形成高效课程以提升模式覆盖与样本效率；在探索困难的合成环境、两类扩散采样任务与四类生化发现任务上验证。
N025	GFlowOut: Dropout with Generative Flow Networks	https://proceedings.mlr.press/v202/liu23r.html	ICML 2023 · arXiv:2210.12928	把 dropout mask 视为潜变量，用 GFlowNet 学习其高度多峰的后验分布，取代独立固定分布采样或标准变分推断，并利用样本相关信息改进后验估计；实证改善分布外泛化与不确定性估计。是 GFN 服务于贝叶斯深度学习近似推断的代表工作。
N026	DynGFN: Towards Bayesian Inference of Gene Regulatory Networks with GFlowNets	https://papers.nips.cc/paper_files/paper/2023/hash/eb5254c4ee813d05af9c098f2d9c5708-Abstract-Conference.html	NeurIPS 2023 · arXiv:2302.04178	利用 RNA velocity 把基因调控网络推断转为动力系统稀疏辨识，再用 GFlowNet 在含环依赖结构的组合空间上摊销贝叶斯后验，同时解决"调控结构天然含环、不能建成 DAG"与"观测噪声导致大等价类、需刻画不确定性"两个难题。
N027	Learning Decision Trees as Amortized Structure Inference	https://arxiv.org/abs/2503.06985	预印本 2025 · arXiv:2503.06985	把决策树构造写成顺序规划问题，训练 GFlowNet 策略从贝叶斯后验采样决策树（DT-GFN），采样集成即得随机森林；在表格数据分类、分布偏移鲁棒性与异常检测上超过主流树模型和深度方法，且模型描述长度更短、可解释，集成规模上表现一致扩展。
N028	Stop the Sampler! Classifier-Based Adaptive Stopping for Sampling Kernels	https://arxiv.org/abs/2606.16073	ICML 2026 SPIGM Workshop · arXiv:2606.16073	把 MCMC 轨迹的终止时机当作可学习组件：在非无环 GFlowNet 理论框架内训练状态依赖分类器决定链何时停止，经 detailed balance 建立最优分类器与目标密度的联系，并用多层级训练方案辅助复杂几何下的探索；实证缩短平均轨迹长度并改善混合与模式覆盖。
N029	Improved sampling via learned diffusions	https://proceedings.iclr.cc/paper_files/paper/2024/hash/2c9f31add52c28c2db39329b464bce91-Abstract-Conference.html	ICLR 2024 poster · arXiv:2307.01198	Richter 与 Berner 把 PIS、DIS、DDS、Schrödinger bridge 统一为"广义 Schrödinger 桥"问题，在时间反转路径测度之间定义变分散度族；提出 log-variance loss，避免对 SDE 求解器求导、显著抑制 mode collapse。该 loss 与 GFN 的 VarGrad/
N030	Beyond ELBOs: A Large-Scale Evaluation of Variational Methods for Sampling	https://proceedings.mlr.press/v235/blessing24a.html	ICML 2024 · arXiv:2406.07423	Blessing、Vargas、Neumann 等建立神经采样器统一基准：标准化任务套件覆盖 SMC、AFT、CRAFT、FAB、GMMVI 及各类 diffusion sampler，系统研究 ELBO/EUBO 等指标何时掩盖 mode collapse，并提出熵模式覆盖等新度量。结论之一：高 ELBO 不代表模式覆盖，diffusi
N031	Iterated Denoising Energy Matching for Sampling from Boltzmann Densities	https://proceedings.mlr.press/v235/akhound-sadegh24a.html	ICML 2024 poster · arXiv:2402.06121	Mila 团队（含 Bengio、Malkin、Tong）提出 iDEM：只用能量函数及其梯度、不需数据样本的迭代式随机 score matching，内环模拟自由、外环用模型自采样探索，凭 diffusion 的快速模式混合平滑能量面，首次在 LJ-55（165 维）粒子系统上用纯能量训练成功，训练快 2–5 倍。
N032	Adjoint Matching: Fine-tuning Flow and Diffusion Generative Models with Memoryless Stochastic Optimal Control	https://openreview.net/forum?id=xQBRrtQM8u	ICLR 2025 **Spotlight** · arXiv:2409.08861	Domingo-Enrich、Chen（Meta）把 reward 微调严格表述为 SOC 问题：证明必须使用 memoryless 噪声调度才能无偏收敛到 reward-tilted 分布，并把 SOC 化为回归式 Adjoint Matching 目标。任务设定与 A22（relative TB 微调 diffusion 后验）完全同
N033	Adjoint Sampling: Highly Scalable Diffusion Samplers via Adjoint Matching	https://proceedings.mlr.press/v267/havens25a.html	ICML 2025 · arXiv:2504.11713	Meta FAIR 将 Adjoint Matching 特化为从未归一化密度采样：Reciprocal Adjoint Matching 加 replay buffer，使梯度更新次数远超能量评估次数，成为首个如此可扩展的 on-policy 方法；支持 SE(3) 对称与周期边界，扩展到神经能量函数上的摊销构象生成并开源基准。
N034	Feynman-Kac Correctors in Diffusion: Annealing, Guidance, and Product of Experts	https://proceedings.mlr.press/v267/skreta25a.html	ICML 2025 spotlight poster · arXiv:2503.02819	Skreta、Akhound-Sadegh、Doucet、Brekelmans、Tong、Neklyudov 等基于 Feynman–Kac 公式推导加权模拟方案：不重训即可从退火、几何平均或专家乘积分布精确采样，用 SMC 重采样做推断时扩展，应用于温度退火摊销采样、多目标分子生成与 CFG 改进。
N035	Sequential Controlled Langevin Diffusions	https://openreview.net/forum?id=dImD2sgy86	ICLR 2025 poster · arXiv:2412.07081	Chen、Richter、Berner、Blessing 等在路径测度上统一 SMC 与学习式 diffusion sampler：SMC 的重采样/MCMC 提供稳健性与渐近保证，学习的控制漂移提供适应性，SCLD 常以先前 diffusion sampler 约 10% 的训练预算达到更好性能。正文明确引用 GFN 文献并对比离散时间
N036	Proximal Diffusion Neural Sampler	https://openreview.net/forum?id=XTHQqS7ObC	ICLR 2026	Guo、Choi、Tao、Y. Chen（Georgia Tech）用路径测度上的 SOC 统一连续（SDE）与离散（CTMC）神经采样器，指出一次性全局优化会加剧 mode collapse，改用近端点法把学习拆成一串 KL 约束子问题，在分子动力学与 Ising/Potts 等连续和离散基准上达 SOTA。注意：论文未把 GFN 作为
N037	Discrete Diffusion Schrödinger Bridge Matching for Graph Transformation (DDSBM)	https://arxiv.org/abs/2410.01500	ICLR 2025	用连续时间马尔可夫链把 Iterative Markovian Fitting 推广到高维离散/图空间求解 SB 并证明收敛；关键是把"独立修改节点与边"的参考动力学对应到 **以图编辑距离(GED)为 cost 的熵正则 OT(EOT)**，落地于分子优化（最小结构改动达成目标性质）。正中**课题3**生态位，但用 CTMC+IMF 而
N038	Generalized Schrödinger Bridge on Graphs (GSBoG)	https://arxiv.org/abs/2602.04675	预印本 2026-02（v2）	首个**数据驱动**的"图上广义 Schrödinger bridge"：以受控 CTMC + 迭代比例拟合 + TD 目标，学习满足源—目标边缘、并在 state-dependent running cost 下优化中间轨迹的**可执行图传输策略**，避免稠密全局 solver、可扩展到大稀疏图。与**课题3**高度撞车，其"可执行 t
N039	Entering the Era of Discrete Diffusion Models: A Benchmark for Schrödinger Bridges and Entropic Optimal Transport	https://arxiv.org/abs/2509.23348	预印本 2025-09（v2）	首个**离散空间 SB/EOT 基准**：用 CP 参数化构造"解析已知 SB 解"的分布对，可严格评测 solver 是否真解 EOT/SB（而非只看 FID/MSE）；副产品给出 DLightSB、DLightSB-M、α-CSBM 三个求解器并在高维离散设置比较。为**课题2**提供"有真值可比"的评测基座，同时补齐**课题3**的
N040	Minimal-Action Discrete Schrödinger Bridge Matching for Peptide Sequence Design (MadSBM)	https://arxiv.org/abs/2601.22408	预印本 2026-01（v1）	把肽序列生成建模为**氨基酸编辑图上的受控 CTMC**，以预训练蛋白语言模型 logits 作参考过程，学习时间相关控制场以走"最小作用量/低成本"传输路径；并首次给离散 SB 加**分类器引导**。属离散 SB 的生物序列应用，占据**课题3**在序列空间的生态位；"最小作用量=最短/低成本路径"与 O07/O08 思路呼应。
N041	Unsupervised Learning for Optimal Transport plan prediction between unbalanced graphs (ULOT)	https://papers.nips.cc/paper_files/paper/2025/hash/873fd89b3e4db1f6242c2333673e104d-Abstract-Conference.html	NeurIPS 2025 主会 · arXiv:2506.12025	用 GNN + cross-attention、并**以 FUGW 权衡超参为条件**，无监督地预测两图之间的（不平衡）OT plan，比经典 solver 快约两个数量级，且预测 plan 可为经典 solver 提供 **warm-start**、对输入与超参可微。直接占据**课题1**（条件/摊销图 OT）核心卖点，并完整演示**课
N042	Modeling Stochastic Conditional Dynamics from Sparse Observations via Kernel-Stabilized Flow Matching (CVFM)	https://arxiv.org/abs/2411.08314	TMLR 2026	提出 **Conditional Variable Flow Matching**：在**连续条件密度空间**上摊销学习条件分布之间的流；用条件 Wasserstein 距离 + "条件失配核"抑制稀疏/不配对数据下 mini-batch 条件耦合的方差爆炸，并可扩展逼近**条件 Schrödinger bridge**。与**课题1**
N043	Diffusion Schrödinger Bridge Matching (DSBM)	https://proceedings.neurips.cc/paper_files/paper/2023/hash/c428adf74782c2092d254329b6b02482-Abstract.html	NeurIPS 2023 · arXiv:2303.16852	提出 **Iterative Markovian Fitting (IMF)** 与 DSBM：用一系列"简单回归"迭代逼近 SB，而 **SB 恰恰恢复熵正则版 OT**，避免旧 DSB 的时间离散化与"遗忘"误差累积。它是 DDSBM/CSBM/MadSBM 的**方法学母本**，也是理解"路径熵正则 + 首末边缘约束"的连续基线。*
N044	Generalized Schrödinger Bridge Matching (GSBM)	https://arxiv.org/abs/2310.02233	ICLR 2024	广义 SB matching：在固定首末边缘下支持**依赖状态与分布的一般 running cost**，用变分/条件模拟分解逐步求解。它是 GSBoG 的**连续母本**，示范"如何把任务相关的中间成本塞进 SB"，正对应**课题3**里"路径熵 + coupling 成本双层正则"的连续实现。
N045	Light Schrödinger Bridge (LightSB)	https://openreview.net/forum?id=WhZoCLRWYJ	ICLR 2024 · arXiv:2310.01174	轻量、**免模拟**的 SB/EOT 求解器：用 sum-exp 二次型参数化 Schrödinger potential + 能量视角，中等维度几分钟即可求 SB；并证明其为 **SB 的通用逼近器**、给出**泛化误差分析**。它是基准(2509.23348)里 DLightSB 的母本；其"通用逼近 + 泛化误差界"思路对**课题2
N046	Categorical Schrödinger Bridge Matching (CSBM)	https://proceedings.mlr.press/v267/ksenofontov25a.html	ICML 2025 · arXiv:2502.01416	为**离散时间/离散空间 SB** 提供理论与算法基座：证明**离散时间 IMF (D-IMF) 在有限空间、一般 Markov 参考过程下收敛到唯一 SB**，据此给出可"少步生成"的 Categorical SB Matching（VQ 图像/合成数据验证）。论文明确把 DDSBM 列为"唯一已有离散 SB 方法"并加以改进——是**
N047	Neural Optimal Transport	https://openreview.net/forum?id=d8CBRlWNkqH	ICLR 2023 Spotlight	Korotin 等提出基于鞍点对偶的神经 OT 算法，可同时求强/弱 cost 下的确定性 map 与随机 plan，并证明神经网络是 transport plan 的通用逼近器。它是当代 neural OT solver 谱系（含 O05）的方法学源头。
N048	Neural Optimal Transport with General Cost Functionals	https://openreview.net/forum?id=gIiz7tBtYZ	ICLR 2024 poster	把 NOT 推广到一般 cost functional（不限 \(\ell^1/\ell^2\)），可编码类别保持、成对约束等任务信息，并给出恢复 plan 的误差分析。对 GFN×OT 主线的直接启发：图最短路诱导的非欧 cost 正属于"一般 cost"，其鞍点框架与误差分析可作对照。
N049	The Monge Gap: A Regularizer to Learn All Transport Maps	https://proceedings.mlr.press/v202/uscidda23a.html	ICML 2023（PMLR 202:34709-34733）	提出 Monge gap 正则子：度量任意映射 \(T\) 偏离 c-OT 最优性的程度，摆脱 ICNN 架构约束与平方欧氏 cost 限制，用"拟合损失 + 最优性正则"学任意 cost 的 transport map。其"用一个可计算的最优性偏差项做正则"的思路，与 GFN 里"balance 残差 + minimum-flow 正则
N050	Progressive Entropic Optimal Transport Solvers	https://openreview.net/forum?id=7WvwzuYkUq	NeurIPS 2024 poster	Apple/NYU 提出 ProgOT：借动态 OT 的时间离散把质量位移拆成多步，每步用调度好的 \(\varepsilon\) 跑 Sinkhorn，大规模下比标准 EOT 更快更稳，甚至优于部分神经求解器，并证明 map 估计的统计一致性。是"经典求解器仍很能打"的代表。
N051	Semidefinite Relaxations of the Gromov-Wasserstein Distance	https://proceedings.neurips.cc/paper_files/paper/2024/hash/8189d86a5d8dea0694d43bb90e01c14d-Abstract.html	NeurIPS 2024	GW 距离本质是非凸二次规划，既有求解器只能到局部最优。本文给出 SDP 松弛：可多项式时间求 transport plan，且能对任意 plan 计算到全局最优的 optimality gap，实验中常直接命中全局最优并附证书。对"GFN 学到的 coupling 离最优多远"这类问题提供了可计算的检验思路。
N052	Any2Graph: Deep End-To-End Supervised Graph Prediction With An Optimal Transport Loss	https://proceedings.neurips.cc/paper_files/paper/2024/hash/b81a352c156ca123c30c740f147a4496-Abstract.html	NeurIPS 2024	提出部分掩码融合 GW（PMFGW）损失：置换不变、可微、尺寸无关，让深度模型端到端地从任意模态预测整图（卫星图→路网、指纹→分子）。它展示了"以 OT/GW 为损失在组合对象空间上学习"的完整工程路线，与 GFN 逐步构造图的路线互为对照。
N053	A Convergent Single-Loop Algorithm for Relaxation of Gromov-Wasserstein in Graph Data	https://openreview.net/forum?id=0jxPyVWmiiF	ICLR 2023 poster	提出 BAPG：首个有收敛保证的单循环 GW 近似算法，用放松耦合可行性换取效率，基于 Luo-Tseng 误差界给出不动点集与 GW 临界点集的距离界，在图对齐/图划分上快且好。是"图上 GW 的经典可扩展求解器"代表。
N054	Estimating Barycenters of Distributions with Neural Optimal Transport	https://proceedings.mlr.press/v235/kolesov24a.html	ICML 2024 poster	把 NOT 的对偶鞍点法从两边缘推广到 Wasserstein barycenter：用双层对抗目标取代既有方法的三层优化，支持一般 cost，并给出理论误差界。barycenter 即"同时满足多个边缘约束的聚合传输"，其对偶参数化与误差分析可为多目标/条件 GFN 的多边缘约束设计提供模板。
N055	TacoGFN: Target-conditioned GFlowNet for Structure-based Drug Design	https://openreview.net/forum?id=N8cPv95zOU	TMLR 2024	首个把 SBDD 表述为"以蛋白口袋为条件、按 affinity×药性×可合成度 reward 成比例采样"的 GFlowNet：不拟合有限 protein-ligand 复合物数据分布，而对全体口袋诱导的 reward 分布建模，并用基于 pharmacophore 的快速对接预测器压低 reward 成本、支持训练中评估数百万分子。C
N056	Generative Flows on Synthetic Pathway for Drug Design（RxnFlow）	https://openreview.net/forum?id=pB1XSj2y4X	ICLR 2025	在"反应模板 + 可购买 building block"的合成路径空间上训练 GFlowNet，天然保证可合成性；核心创新 action space subsampling 让其能在 120 万 building block × 71 反应模板的超大动作空间上训练而无显著开销，且不重训即可更换/扩充 building block 或新增目
N057	Compositional Flows for 3D Molecule and Synthesis Pathway Co-design（CGFlow）	https://proceedings.mlr.press/v267/shen25b.html	ICML 2025	提出 Compositional Generative Flows：把 flow matching 扩展到"逐步构造组合对象 + 建模连续状态"，并接入 GFlowNet 理论实现 reward-guided 采样；据此的 3DSynthFlow 同时共设计分子的合成路径与 3D 结合构象。LIT-PCBA 全部 15 个靶点取得 SOT
N058	Sample-efficient Multi-objective Molecular Optimization with GFlowNets（HN-GFN）	https://proceedings.neurips.cc/paper_files/paper/2023/hash/fbc9981dd6316378aee7fd5975250f21-Abstract.html	NeurIPS 2023	将多目标分子优化纳入多目标贝叶斯优化（MOBO），以单个 preference-conditioned 的 hypernetwork-GFlowNet 作为 acquisition 优化器，从近似 Pareto front 采样一批多样候选；并提出 hindsight 式 off-policy 策略在不同偏好间共享高分子以加速学习。在 g
N059	Expert-Aided Causal Discovery of Ancestral Graphs	https://doi.org/10.1016/j.ins.2026.123816	Information Sciences, Vol. 756, Art. 123816 · arXiv:2309.12032	首个在潜在混杂（不假设因果充分性）下做分布式推断的 GFlowNet 因果发现方法：按 BIC 类得分成比例采样祖先图（AG），用最优实验设计主动向专家或 LLM 提问，再以重要性加权把带噪反馈并入后验而无需重训，并证明反馈足够准确时收敛到真实祖先图。
N060	Learning Equivalence Classes of Bayesian Network Structures with GFlowNet	https://openreview.net/forum?id=FAcc7oAdaa	TMLR 2025	提出 CPDAG-GFN：不在 DAG 空间、而直接在 Markov 等价类（CPDAG）空间上用 GFlowNet 学习后验并抽取高分候选，配合偏稀疏过滤器改进与真图的对齐。它正面回应"观测数据至多识别到等价类"的根本限制，避免 DAG 后验把概率质量摊到同一 MEC 内的冗余图上。
